Park Name,Address,Space Count,Phone Number
'Crestwood Mhp',"W 12823 13th, Airway Heights, WA, 99001, US",16,509-244-2271
'Rainbow Trailer Park',"13919   W 12th, Airway Heights, WA, 99001, US",32,509-244-2718
'Sands Mobile Home Park',"302 S Lawson, Airway Heights, WA, 99001, US",25,(509) 244-4433
'Amboy Trailer Park',"39617 Ne Amboy Rd, Amboy, WA, 98601, US",16,360-247-5584
'Alder Mhp',"28201 Ne 419th St, Amboy, WA, 98601, US",10,
'Brookside Mhp',"43209 Ne 285th Ave, Amboy, WA, 98601, US",17,360-737-0842
'Forest Grove Mhp',"1530 148th St Ne, Arlington, WA, 98271, US",24,
'Lake Ki Mh Park',"1820 Lakewood Dr, Arlington, WA, 98223, US",12,
'Smokey Point Mhp',"17532 Smokey Pt Blvd, Arlington, WA, 98223, US",32,(360) 653-8804
'Seven Lakes Mhp',"2809 Lakewood Rd Nw, Arlington, WA, 98223, US",30,(360) 652-9894
'Guinns Mhp',"18301 31st Ave Ne, Arlington, WA, 98223, US",3,
'Mobile Estates',"19920 67th Ave Ne, Arlington, WA, 98223, US",57,
'Pleasant Homes Mhp',"20211 67th Ave Ne, Arlington, WA, 98223, US",10,360-435-5689
'Portage Green',"20227 80th Ave Ne, Arlington, WA, 98223, US",79,949-486-7167
'Zwickers Mobile Park',"Rt 1 Box 96 K, Arlington, WA, 98223, US",3,
'Riverside Mhp',"105 E Cox St, Arlington, WA, 98223, US",16,
'Valley Motor Trailer Sales',"832 S Main St, Beacon Falls, CT, 06403-1626, US",93,203-888-6772
'Country Living Mh Park',"Acron Rd & Paul Eds Rd, Abbeville, LA, 70510, US",47,
'J & L Mobile Home Park',"18732 Mouton Cove Dr, Abbeville, LA, 70510-8662, US",34,(337) 893-2346
'Touchets Mobile Home Park',"Touchet Dr, Abbeville, LA, 70510, US",26,
'Buds Mobile Park',"Bud Rd, Abbeville, LA, 70510, US",34,
"'Southland Mobile Home Park, LLC'","2830 Rodeo Rd., Abbeville, LA, 70510, US",59,337-781-5468
'Tishs Mobile Park',"Graceland Rd, Abbeville, LA, 70510, US",22,
'Shady Acres Mobile Estates',"2417 Lee St, Alexandria, LA, 71301-5934, US",,(318) 443-9937
'Crossroads Mobile Estate',"909 Praet Ave, Alexandria, LA, 71303-4234, US",,(318) 443-1290
'Cabana Mobile Estates',"6101 N Bolton Ave, Alexandria, LA, 71303-5317, US",158,(318) 445-1886
'Driftwood Mobile Court',"1810 Airbase Rd, Alexandria, LA, 71303-5308, US",20,318-448-0705
'Jaco Mobile Home Park',"2083 Coteau Rodaire Hwy # A, Arnaudville, LA, 70512-4128, US",,(337) 667-6626
'Coteau Rodaire Mobile Home',"2052 Coteau Rodaire Hwy, Arnaudville, LA, 70512-4126, US",,(337) 667-6944
'Alamo Estates',"1st West & Airport Rd, Alamo, NV, 89001, US",24,775-439-5780
'Picketts Mobile Home Park',"Alamo, NV, 89001, US",8,
'Sharps Mobile Home Park',"Alamo, NV, 89001, US",7,775-725-3405
'Beaver Creek Village',"101 Sunrise Dr, Abbottstown, PA, 17301-9606, US",,(717) 259-9683
'Pine Run Inc',"1880 Pine Run Rd, Abbottstown, PA, 17301-9723, US",150,717-259-8644
'Kennedy's Mobile Home Park',"356 Hutchman Rd, Adamsburg, PA, 15410, US",24,724-625-9052
'Oak Manor Mobile Home Park',"Sr 3007, Adamsburg, PA, 15611, US",20,724-625-2281
'Placid Manor Corp',"Rr 1, Adamsburg, PA, 15611-9801, US",,
'Jakomas Mobile Home Park',"Addison, PA, 15411, US",4,
'Rittenhouse Mobile Home Court',"Addison, PA, 15411, US",55,
'Winding Ridge  Mh Park',"Addison, PA, 15411, US",,
'Elmer A Webb Trailer Court',"444 Fisher Rd, Airville, PA, 17302-9409, US",17,717-862-3852
'Hilltop Mobile Home Village',"550 S 7th St, Akron, PA, 17501-1469, US",,(717) 859-1055
'Kemps Mobile Home Park',"Five Points Rd, Alburtis, PA, 18011, US",4,610-845-2816
'Karom Mobile Home Park',"1521 Woodside Ave, Alburtis, PA, 18011, US",14,
'Karom Farm Mh Park',"Main St, Alburtis, PA, 18011, US",14,610-682-7242
'Kemps Mobile Home Park',"Rocky Ln, Alburtis, PA, 18011, US",9,610-845-2816
'Suburban Terrace Mobile Home',"8038 Jupiter Dr, Aliquippa, PA, 15001-4833, US",68,(724) 375-1366
'Forest Brook Mh Park',"1218 Kings Mill Rd, Aliquippa, PA, 15001-4511, US",,724-378-8898
'J C Trailer Park & Sales',"2630 Kane Rd, Aliquippa, PA, 15001-2841, US",65,(724) 375-0998
'Aliquippa Mobile Estates',"Spring St Mobile Ct, Aliquippa, PA, 15001, US",38,724-375-8084
'Pleasant View',"Slaters Rd, Allegheny, PA, 15212, US",,724-637-2532
'Royal Oaks Mobile Home Park',"2210 Greenwood Rd, Allentown, PA, 18103-2948, US",33,610-434-1531
'Holly Park Court',"0850 N. Halstead St. 0880, Allentown, PA, 18101, US",,
'Boulevard Mh Community',"1128 E Livingston St. 1146, Allentown, PA, 18101, US",,
'Witko Homes Inc',"1820 Airport Rd, Allentown, PA, 18103-9530, US",125,610-264-3955
'Saylor's Mobile Home Park',"3350 Airport Rd, Allentown, PA, 18109, US",46,610-264-0971
'Ross Mobile Homes Inc',"1648 E Pleasant Valley Blvd, Altoona, PA, 16602-7386, US",47,814-943-8121
'Houck Trailer Park',"1649 E Pleasant Valley Blvd, Altoona, PA, 16602-7377, US",50,(814) 942-8615
'Hillcrest Estates',"501 S Dartmouth Ln # 4, Altoona, PA, 16602-7362, US",65,(814) 942-7434
'Camelot Woods',"500 Earnhardt Dr, Altoona, PA, 16601, US",125,814-941-9077
'Semak Mobile Homes',"5 Merriman Rd, Ambridge, PA, 15003-1114, US",32,724-728-8822
'Palm City Park',"2379 Brandt Rd, Annville, PA, 17003-8849, US",227,(717) 838-6375
'Baker Trailer Park',"Rr 1 Box 163, Baker, WV, 26801-9729, US",,
'Farmdale Court',"3530 Booten Creek Rd, Barboursville, WV, 25504-9489, US",16,(304) 736-7508
'Amigo Smoekless Coal',"Beckley, WV, 25801, US",,
'Barnes Trailer Park',"Beckley, WV, 25801, US",,
'Bava's Mhp',"Beckley, WV, 25801, US",,
'Beaver Coal Co',"Beckley, WV, 25801, US",,
'Beaver Park Mhp',"Beckley, WV, 25801, US",,
'Beckett Court Mh Park',"Beckley, WV, 25801, US",,
'Bennetts Mhp',"Beckley, WV, 25801, US",,
'Boggs Mhp',"Beckley, WV, 25801, US",,
'Chestnut Ridge Mh Park',"Beckley, WV, 25801, US",,
'Coal City Mhp',"Beckley, WV, 25801, US",,
'Deepwood Trailer Park',"Beckley, WV, 25801, US",,
'Dunlaps Mhp',"Beckley, WV, 25801, US",,
'Earls Trailer Park',"Beckley, WV, 25801, US",,
'Evergreen Mhp',"Beckley, WV, 25801, US",,
'Fotos Trailer Park',"Beckley, WV, 25801, US",,
'Gladview Mhp',"Beckley, WV, 25801, US",,
'Graham's Mobile Home Park',"Beckley, WV, 25801, US",,
'Hidden Valley Mhp',"Beckley, WV, 25801, US",,
'J C Trailer Park',"Beckley, WV, 25801, US",,
'Larabee's Mhp',"Beckley, WV, 25801, US",,
'Mcgraw's Mhp',"Beckley, WV, 25801, US",,
'Meador Brooke Trailer Park',"Beckley, WV, 25801, US",,
'',"Beckley, WV, 25801, US",,
'',"Beckley, WV, 25801, US",,
'',"Beckley, WV, 25801, US",,
'Mountain Williams Mhp',"Beckley, WV, 25801, US",,
'Mtn State Travel & Trlr Park',"Beckley, WV, 25801, US",,
'Oakcrest Mhp',"Beckley, WV, 25801, US",,
'Phoenix Mobile Homes Inc',"Bear, DE, 19701-0507, US",,(302) 328-8450
'Hunters Run',"114 E Scotland Dr, Bear, DE, 19701-1756, US",,(302) 834-2544
'Reybold Homes',"114 E Scotland Dr, Bear, DE, 19701, US",,(302) 834-2544
'Fairwinds Mobile Home Park',"738 Pulaski Hwy, Bear, DE, 19701-1233, US",,302-328-8450
'Hunter's Run',"Off Of Route 71,, Bear, DE, 19701, US",,302-834-3000
'Kingsmill',"Route 71, Bear, DE, 19701, US",,302-834-3000
'Waterford Estates',"205 Joan Drive, Bear, DE, 19701, US",,(302) 834-9514
'Walkers Mill Mobile Home Park',"11408 2nd St, Bridgeville, DE, 19933-4448, US",209,(302) 337-3125
'Keywood Manor Adult Community',"85 Pools Crossing Rd, Alfred, ME, 04002-3721, US",,207-324-7724
'Jalynne  Mobile Home Park',"63 Broad St # A, Auburn, ME, 04210-6814, US",52,
'Cascade Leisure Park',"P O Box 1363, Auburn, ME, 04211-1363, US",9,
'Country Lane Estates',"P O Box 3346, Auburn, ME, 04212-3346, US",252,
'Country Side Management',"Auburn, ME, 04212-3346, US",4,207-786-7756
'Stetson Brook Estates',"P O Box 3346, Auburn, ME, 04212-3346, US",212,
'Rockwood Village',"R R 7 Box 2750, Augusta, ME, 04330-9735, US",43,
'Fairview Estates',"North Belfast Ave, Augusta, ME, 04330-9735, US",14,207-623-5270
'Augusta Village',"541 Riverside Dr, Augusta, ME, 04330, US",,844-800-0311
'Golden Oaks Private Community',"9 Drake Hill Rd, Albany, NH, 03818-7500, US",,(603) 447-6251
'Holiday Acres Mobile Home Park',"1a Parkwood Dr, Allenstown, NH, 03275-2229, US",298,(603) 485-5547
'Bear Brook Gardens',"7 Hillside Dr, Allenstown, NH, 03275-2439, US",,
'Maplewood Terrace',"North Fifth St, Abbotsford, WI, 54405, US",98,715-223-6919
'',"Willow Road, Abbotsford, WI, 54405, US",,715-223-4065
'Foster Enterprises Ltd',"2520 State Highway 13, Adams, WI, 53910-9739, US",45,(608) 339-3717
'Edgewood Mobile Home Estates',"1154 Edgewood Dr, Adams, WI, 53910-9405, US",45,608-339-3717
'Rabl's Pinequilizer Mobile Pk',"1026 County Road M, Adams, WI, 53910-9528, US",58,(608) 339-6472
'Countryview Court',"N11060 County Road F, Alma Center, WI, 54611-8532, US",32,(715) 964-7271
'Hillcrest Estates',"1028 Oak Dr, Altoona, WI, 54720, US",650,715-544-8447
'Bonnie Vale Mh Park',"Altoona, WI, 54720, US",43,775-834-6004
'Countryside Manor',"Altoona, WI, 54720, US",61,775-834-6004
'Cozy Acres Mobile Home Park',"Altoona, WI, 54720, US",55,715-836-0098
'Pine Ridge Mobile Home Park',"Altoona, WI, 54720, US",100,715-834-5465
'River View Manor',"Sun, Park, Pine, Meadow Streets, Amery, WI, 54001, US",,715-352-9310
'Woodland Estates',"15690 County A, Angelo, WI, 54656, US",26,
'Lake View Trailer Park',"N 11437 Summer Street, Aniwa, WI, 54408, US",26,
'Karcz Mobile Home Park',"18785 W Maple Rd, Aniwa, WI, 54408, US",11,
'Forest Ave Mobile Home Court',"506 Forrest Ave, Antigo, WI, 54409, US",35,715-627-7351
'Rainbow Mobile Home Park',"1205 Tenth Ave, Antigo, WI, 54409, US",17,715-675-6741
'Westview Terrace',"1601 Tenth Ave, Antigo, WI, 54409-1000, US",60,715-623-6616
'Fox Valley Estates Mobile Home',"106 E Primrose Ln, Appleton, WI, 54915-4597, US",75,(920) 731-2344
'Country Crossing',"W 6150 County B B, Appleton, WI, 54915, US",,920-352-9310
'Country Estates Mh Park',"W6150 County Road Bb, Appleton, WI, 54914-9170, US",125,920-733-5239
'Home Source One',"W6150 County Road Bb, Appleton, WI, 54914-9170, US",,(920) 733-5239
'Dutch Harbor Estates Mobile Hm',"Appleton, WI, 54912-1001, US",,(920) 788-6393
'Circle Acres Mobile Home Park',"1100 W. Main St., Appleton, WI, 54911, US",45,920-734-1192
'Dunhams Seasonal Mh Park',"3525 N Morrison St, Appleton, WI, 54911-1251, US",,920-731-6725
'Van Handel's Mobile Home Park',"1719 E Edgewood Dr, Appleton, WI, 54913-8987, US",63,(920) 731-1762
'Five Oaks Park',"1830 E Edgewood Dr, Appleton, WI, 54913-7757, US",,(920) 735-1221
'Brandy Lake Resort',"1300 Brandy Lake Road, Arbor Vitae, WI, 54568, US",7,715-773-0146
'Hiawatha Trailer Resort',"Arbor Vitae, WI, 54568, US",80,715-356-6111
'Arbor Vitae Estates',"10977 Hwy 70 E, Arbor Vitae, WI, 54568, US",36,715-356-7603
'Autumn Leaves Mobile Home Park',"Alachua, FL, 32616-0667, US",19,(386) 462-4874
'Round Lake Mobile Home And Rv Park',"4972 Pilgrim Rest Church Rd, Alford, FL, 32420, US",,850-579-8882
'Riverside Mobile Home Park',"5277 S. Ridgewood Ave., Allandale, FL, 32127, US",92,
'Whispering Oaks Mobile Home Pk',"405 Douglas Ave, Altamonte Spgs, FL, 32714-2542, US",,(407) 774-9540
'Chisholm Trail Campground',"45626 State Road 19, Altoona, FL, 32702-9773, US",,352-669-5995
'Lake Dorr Mobile Home Park',"19246 Sunfish Lane, Altoona, FL, 32702, US",,
'Oak Park Mobile Home Village',"Alva, FL, 33920-0038, US",199,(239) 728-2109
'Victory Mobile Home Park',"9588 Ne Jacksonville Rd, Anthony, FL, 32617-3200, US",100,(352) 622-7001
'Bayview Trailer Park',"515 W. Hwy 98, Apalachicola, FL, 32320, US",24,
'De Neef Village',"5237 Deneef St, Apopka, FL, 32703-8938, US",,(407) 656-1139
'Harrison Trailer Park',"Walker Road, Apopka, FL, 32703, US",35,(407) 884-4399
'Fisherman's Paradise',"3310 Fernandez Ln, Apopka, FL, 32703-9001, US",,407-886-3734
'Majors Trailer Court',"3303 Overland Road, Apopka, FL, 32703, US",35,407-295-1045
'Tropicana Mobile Home Park',"1316 Tropicana Circle, Apopka, FL, 32703, US",21,407-345-1024
'Chalet North Mobile Home Park',"1095 Geneva Way, Apopka, FL, 32703-5744, US",,(407) 884-0672
'Hills Mobile Home Park',"1100 Roger Williams Rd, Apopka, FL, 32703-6597, US",120,(407) 886-8787
'Valencia Estates Mobile Home',"547 Drage Dr, Apopka, FL, 32703-3320, US",116,(407) 886-5776
'Rock Springs',"39 Tanglewood Dr, Apopka, FL, 32712, US",,813-945-7378
'Country Squire Mobile Home Vlg',"1820 Rock Springs Rd, Apopka, FL, 32712-2226, US",553,(407) 886-0775
'Palm Isle',"1560 Curless Ave, Apopka, FL, 32712, US",120,813-945-7378
'Oak Tree Park',"4805 Plymouth Sorrento Road, Apopka, FL, 32712, US",23,407-884-5751
'Brightwood Manor Mobile Home',"838 W Kelly Park Rd, Apopka, FL, 32712-5205, US",231,(407) 886-4747
'Valley',"5100 Round Lake Rd, Apopka, FL, 32712-5164, US",150,(407) 880-1212
'Clarcona Resort',"3000 Clarcona Rd, Apopka, FL, 32703, US",,
'The Valley',"5100 Round Lake Rd., Apopka, FL, 32712, US",,888-550-9404
'The Hills',"1100 S. Roger Williams Rd., Apopka, FL, 32703, US",,888-534-7719
'Oak Haven Park Llc',"10307 Sw Lettuce Lake Ave, Arcadia, FL, 34269-9593, US",40,(863) 494-4578
'Arcadia Mobile Home Park',"Highway 17 S, Arcadia, FL, 34266, US",,(863) 494-3939
'Municipal Trailer Park',"Hwy. 17 South, Arcadia, FL, 34266, US",107,
'Sunrise Mobile Home Park',"2371 Se Highway 31, Arcadia, FL, 34266-7943, US",83,(863) 993-2030
'M H Wright's Village Inc',"1121 Old Philadelphia Rd, Aberdeen, MD, 21001-4032, US",,(410) 272-0818
'Colonial Manor Court',"1411 Colonial Manor Ct, Annapolis, MD, 21401, US",55,410-974-1990
'Dogwood Mobile Home Park',"1277 Ritchie Hwy, Arnold, MD, 21012, US",25,410-544-1479
'Ideal Mobile Home Community',"900 Rahway Ave, Avenel, NJ, 07001-1903, US",311,(732) 634-2650
'Spring Valley Mobile Home Park',"106 Woodlawn Dr, Abbeville, SC, 29620-2026, US",50,(864) 366-7070
'Corners Mobile Home Park',"White Pond & Chime Bell Church Rd., Aiken, SC, 29803, US",12,
'Vine Mobile Home Park',"Old Draw Bridge Rd., Aiken, SC, 29801, US",18,
'Chime Bell Mobile Home Park',"Chime Bell Rd., Aiken, SC, 29801, US",18,
'Ebony's Mobile Home Park',"Route 5 Box 117, Aiken, SC, 29801, US",6,
'Michoacan Mobile Home Park',"Colbert Bridge Rd., Aiken, SC, 29803, US",5,
'Skyview Mobile Home Park',"441 Dry Branch Rd, Aiken, SC, 29803-3102, US",23,803-652-7477
'S & H Mobile Home Park',"5066 Whiskey Rd, Aiken, SC, 29803-3500, US",,803-652-3449
'Cozy Acres Mobile Home Park',"Misty Oak Ln., Aiken, SC, 29801, US",,
'Crosby Mobile Home Park',"Crosby Dr., Aiken, SC, 29801, US",,
'L & M Mobile Home Park',"704 Horse Creek Rd., Aiken, SC, 29801, US",7,
'Crossroads Mobile Home Cmnty',"569 Crossroads Park Dr, Aiken, SC, 29803-6833, US",183,(803) 642-5702
'Gammon Mobile Home Park',"Silver Bluff Rd., Aiken, SC, 29801, US",,
'Wilkins Mobile Home Park',"2611 Whiskey Rd., Aiken, SC, 29801, US",11,
'Dehaven Mobile Home Park',"Ginger Ln., Aiken, SC, 29803, US",18,
'Silver Bluff Mobile Home Court',"127 Glass Pl, Aiken, SC, 29803-7883, US",25,803-648-8603
'Glass Mobile Home Park',"925 Silver Bluff Rd., Aiken, SC, 29801, US",24,
'Oak Grove Mobile Home Park',"2106 Oakgrove Rd., Aiken, SC, 29801, US",12,
'Tanglewood Mobile Home Park',"1639 Huckleberry Dr., Aiken, SC, 29801, US",24,
'Holley's Mobile Home Park',"1960 Whiskey Rd., Aiken, SC, 29801, US",36,
'Dixon Mobile Home Park',"Pine Log Rd., Aiken, SC, 29801, US",19,
'Helen's Mobile Home Park',"Montmorenci Rd., Aiken, SC, 29801, US",10,
'Country Squire Mobile Home Pk',"112 Village Dr, Aiken, SC, 29803-6766, US",111,(803) 648-2480
'Partridge Bend Mh Park',"Whiskey Rd., Aiken, SC, 29801, US",24,
'Grinddy's Homestead',"Redds Branch Rd., Aiken, SC, 29801, US",20,
'Lamplight Trailer Park',"228 Retro Dr, Aiken, SC, 29801-0218, US",18,(803) 649-7579
'Cothran Mobile Home Park',"Rushton Rd., Aiken, SC, 29801, US",17,
'Beatty Trailer Park',"Hwy. 19, Aiken, SC, 29801, US",12,
'Center Mobile Home Park',"N. Hwy. 1, Aiken, SC, 29801, US",12,
'Joyce Mobile Home Park',"Route 1 Box 488, Aiken, SC, 29801, US",11,
'Stanley's Mobile Home Park',"Branch Dr, Acworth, GA, 30102, US",5,
'Bennies',"E Cherokee Dr & Union Hill Rd, Acworth, GA, 30101, US",32,
'Etowah Yacht Club',"Army Corp Prop. Recreation Ln, Acworth, GA, 30101, US",26,
'Oakridge Mobile Home Park',"Acworth, GA, 30101-0205, US",,(770) 974-3188
'Red Top Mountain Estates',"Acworth, GA, 30101-0702, US",278,(770) 974-1209
'Blue Springs Village',"Acworth, GA, 30101-0270, US",,(770) 974-3618
'Spring Park',"1008 Hwy 293, Acworth, GA, 30101, US",,
'Fairway Villas',"4725 N Cobb Pkwy Nw, Acworth, GA, 30101-4131, US",241,(770) 974-9407
'Marble Valley',"Robin Rd, Acworth, GA, 30101, US",28,
'Murdock',"Robin Rd, Acworth, GA, 30101, US",5,
'Modern Living Mobile Home Park',"4368 Davis Dr, Acworth, GA, 30101, US",117,770-974-0336
'Harrington Woods',"Glade Rd, Acworth, GA, 30101, US",,
'Cantrells',"5195 Hamby Rd, Acworth, GA, 30101, US",6,
'Cottrells',"5229 Hamby Rd, Acworth, GA, 30101, US",12,
'Twin Oaks',"6183 Hwy 293, Acworth, GA, 30101, US",,
'Page Mobile Home Park',"1260 Hwy. 92, Acworth, GA, 30102, US",,
'Lakemont Mobile Home Park',"6315 N Main St, Acworth, GA, 30101, US",,
'Western Mobile Home Park',"5727 Groover Landing, Acworth, GA, 30101, US",,
'Green Acres',"5379 Woodstock Rd, Acworth, GA, 30101, US",31,
'Poplar Valley',"5655 Hwy 92, Acworth, GA, 30101, US",32,
'Brent Estates',"5737 Hwy 92, Acworth, GA, 30101, US",6,
'Allatoona Mobile Home Park',"5621 Glade Rd Se, Acworth, GA, 30102-3043, US",,(770) 974-2800
'Bells Ferry Mobile Home Park',"5745 Bells Ferry Rd, Acworth, GA, 30102-1976, US",127,(770) 926-3650
'Murdock Mobile Home Park',"5626 Robin Rd, Acworth, GA, 30102, US",,
'Mountain Top',"459 Gold Hill Rd, Acworth, GA, 30121, US",,
'Lakeway Mh Park',"5659 Groovers Landing, Acworth, GA, 30102, US",,
'Cornetts',"1174 Pine Ridge Rd, Acworth, GA, 30101, US",9,
'Pine Village',"1174 W Pine Ridge Rd, Acworth, GA, 30101, US",68,
'Youmans Mobile Home Park',"1148 West Pine Ridge, Acworth, GA, 30101, US",3,
'Red Barn Mobile Home Park',"725 Red Barn Rd., Acworth, GA, 30102, US",,770-924-2921
'R D Corp',"Accord, MA, 02018-0572, US",,(781) 740-4529
'Acushnet Mh Community',"168 Lake St, Acushnet, MA, 02743-1310, US",,508-763-2128
'Northeast Housing Concepts Inc',"739 Daniel Shays Hwy # A1, Athol, MA, 01331-9329, US",,(978) 249-5331
'Miller's Woods and River Bend',"739 Daniel Shays Hwy, Athol, MA, 01331, US",,978-249-5331
'Eastlande Mobile Home Park',"1346 Newport Ave, Attleboro, MA, 02703-8043, US",96,(508) 761-7862
'Oak Hill - MA',"1003 Oakhill Avenue, Unit 66, Attleboro, MA, 02703, US",251,239-593-1010
'Windbrook Acres Co Op Corp',"120 Washington St, Auburn, MA, 01501-3014, US",,(508) 752-0372
'White Sands',"607 South Florida Avenue, Alamogordo, NM, 88310, US",,575-437-8388
'Desert View Mobile Home Park',"904 S Florida Ave, Alamogordo, NM, 88310, US",42,575-443-6157
'White Sands',"602 South Florida Avenue, Alamogordo, NM, 88310, US",,575-437-8388
'Desert Palms Mobile Home Park',"5090 Coors Blvd Sw, Albuquerque, NM, 87121-6268, US",61,505-873-1891
'Sunset Mobile Home Park',"2305 Metzgar Rd Sw, Albuquerque, NM, 87105-6466, US",46,505-877-7777
'Countryside Mobile Home Park',"4201 Coors Blvd Sw, Albuquerque, NM, 87121-5335, US",152,505-873-1818
'Rio Bravo Estates',"307 Fentiman Pl Se, Albuquerque, NM, 87105-5974, US",,
'Rio Bravo Mobile Home Park',"2718 Rio Bravo Blvd Sw # 57, Albuquerque, NM, 87105-5682, US",58,505-877-3754
'Barcelona Mobile Home Park',"4141 Barcelona Rd Sw # G3, Albuquerque, NM, 87121-5162, US",89,505-873-3922
'Countryside Estates',"2550 Isleta Blvd Sw, Albuquerque, NM, 87105-5882, US",40,505-877-3777
'Sunshine Country Mobile Hm Prk',"4200 Blake Rd Sw, Albuquerque, NM, 87121-5035, US",122,(505) 873-3201
'Baker's Mobile Home Park',"4301 Blake Rd Sw # 63, Albuquerque, NM, 87121-5003, US",91,505-877-6707
'Vista Del Sol Mh Park',"4501 Blake Rd Sw, Albuquerque, NM, 87121-5030, US",475,505-877-7997
'NMAL Riverside West Llc',"2503 Coors Blvd Sw, Albuquerque, NM, 87121-5018, US",88,505-966-8800
'South Pointe Village',"11100 Gibson Blvd Se, Albuquerque, NM, 87123-3403, US",282,505-296-8850
'High Mesa Mobile Home Park',"757 98th St Sw # 135, Albuquerque, NM, 87121-7855, US",153,505-831-6223
'Tierra West Mh Park',"224 Paseo Del Volcan Sw, Albuquerque, NM, 87121-8702, US",753,505-831-0511
'University Village',"1907 Buena Vista Dr Se # 100, Albuquerque, NM, 87106-4167, US",211,505-247-2631
'Four Hills Mobile Home Park',"12300 Singing Arrow Ave Se, Albuquerque, NM, 87123-3704, US",1000,505-299-7663
'Roll'n Home Park',"8501 San Joaquin Ave Se, Albuquerque, NM, 87108-4207, US",50,505-268-1757
'Manzano Mobile Home Park',"530 Utah St Se # 1, Albuquerque, NM, 87108-4268, US",62,505-255-2773
'Van Cleave Place',"9201 Trumbull Ave Se, Albuquerque, NM, 87123-3167, US",200,505-294-5095
'Wyoming Terrace',"9000 Trumbull Ave Se, Albuquerque, NM, 87123-3166, US",500,505-298-1061
'Ray's Mobile Home Park',"11400 Cochiti Rd Se, Albuquerque, NM, 87123-3389, US",56,505-275-7059
'Cactus Mobile Home Court',"300 Moon St Se, Albuquerque, NM, 87123-3284, US",29,505-881-2686
'Loma Vista Mobile Home Park',"10401 Central Ave Nw # 100, Albuquerque, NM, 87121-7657, US",41,505-836-2055
'Longview MHP',"10200 Central Ave Sw, Albuquerque, NM, 87121, US",93,505-831-0511
'Skyline Mobile Home Park',"11000 Skyline Rd Ne # 40, Albuquerque, NM, 87123-2842, US",53,505-296-7944
'Terrace Mobile Home Community',"9000 Zuni Rd Se, Albuquerque, NM, 87123-3116, US",500,505-298-1061
'Vista Mobile Home Community',"9600 Central Ave Sw, Albuquerque, NM, 87121-7671, US",176,505-831-4800
'Mobile Dwellers Ranch',"13601 387th Avenue, Aberdeen, SD, 57401, US",38,605-225-3222
'Lakeside Estates',"2511 S Highway 281, Aberdeen, SD, 57401-8750, US",,605-229-4248
'Park Village Mobile Home Court',"1624 10th Ave S.W., Aberdeen, SD, 57401-5680, US",213,605-225-8458
'Highland 9th Ave Court',"1323 1515 9th Ave S.W., Aberdeen, SD, 57401, US",13,605-225-9641
'Hunstad Court',"621 S Rock Street, Aberdeen, SD, 57401, US",8,605-225-6457
'Mobile Estates',"614 S 13th St, Aberdeen, SD, 57401, US",20,605-225-1692
'Kesslers Court',"1209 6th Ave S.W., Aberdeen, SD, 57401, US",25,605-225-1692
'Delavilla Court',"200 S Illinois, Aberdeen, SD, 57401, US",,
'Northview Mobile Manor',"1201 8th Ave N.E., Aberdeen, SD, 57401, US",90,605-226-2351
'Eisenbeis South Court',"1225 Rosevelt, Aberdeen, SD, 57401, US",108,605-225-5283
'Country Village',"38520 130th St, Aberdeen, SD, 57401-8449, US",170,605-229-4343
'Beeler's Mhp',"Alcester, SD, 57001, US",4,
'Quick's Mhp',"309 W 6th St, Alcester, SD, 57001, US",13,
'Knutsons Court',"Aurora, SD, 57002, US",26,605-693-3383
'Lentsch Court',"Aurora, SD, 57002, US",27,605-693-4201
'Westwind Mobile Home Park',"Athabasca, AB, T9S 2B4, CA",,780-675-9534
'Greenbrook Estates',"90 Greenbrook Mobile Village, Brooks, AB, T1R 0R8, CA",,403-362-3279
'Blackfoot Mobile Home Park',"9200 Blackfoot Trail Se, Calgary, AB, T2J 0T2, CA",,403-255-6022
'Chateau Estates Mobile Home Park',"1101 84 Street Ne, Calgary, AB, T2A 7X2, CA",,403-271-6644
'Parkridge Estates Mobile Home Park',"3232 Burroughs Manor Ne, Calgary, AB, T1Y 6K2, CA",,403-293-3333
'Watergrove Mobile Home Park',"99 Arbour Lake Rd Nw, Calgary, AB, T1X 1E1, CA",,403-547-0200
'Calgary Village',"6220 17 Avenue Se Drive #277, Calgary, AB, T2A 0W6, CA",336,813-291-7413
'Camrose Mobile Home Park',"4802 54 Ave, Camrose, AB, T4V 3A5, CA",,780-672-2396
'Country Style Mobile Home Park Ltd',"Drayton Valley, AB, T7A 1A1, CA",,780-542-4543
'Poplar Ridge Mobile Home Park',"Drayton Valley, AB, T7A 1A1, CA",,780-542-9221
'Kountry Meadows Estates Mobile Home Park',"Eckville, AB, T0M 0X0, CA",,403-746-5080
'New Sarepta Manufactored Home Community',"Edmonton, AB, T5A 0A3, CA",,780-475-6220
'Pine Shadow Estates',"16326 Township Rd 534 Yellowhead Cnty, Edson, AB, T7E, CA",,780-723-6860
'High River Village',"103 Sunset Way Se, High River, AB, T1V 1J4, CA",110,813-291-7413
'Westwood Court Mobile Home Park',"5404 42 St, Innisfail, AB, T4G 1K7, CA",,403-227-6011
'Mackenize Ranch Estates',"15 Mackenzie Ranch Way, Lacombe, AB, T4L 0A7, CA",,403-396-1094
'Lloydminster Village',"5308 57 Street, Lloydminster, AB, T9V 2A3, CA",179,813-291-7413
